gene_id	gene_name	logCPM	logFC	PValue	FDR	location	gene_biotype	entrezid	ave_tx_len	gc_content	rankingStat	signedRank	DE
ENSG00000112541	PDE10A	1.668065987702442	1.527848122210973	0.00291527903077147	0.9998281229217031	6:165327287-165988078:-	protein_coding	10846;90632	4371.076923076923	41.14810643390117	2.535319871188052	15479	FALSE
ENSG00000135821	GLUL	9.364611279157105	0.42637239813823585	0.003088602534478166	0.9998281229217031	1:182378098-182392206:-	protein_coding	2752	2848.076923076923	47.98919648885888	2.510237976512166	15478	FALSE
ENSG00000170743	SYT9	1.142818826067726	1.7811616758643527	0.0033306363057405463	0.9998281229217031	11:7238778-7469043:+	protein_coding	143425	3093	49.261773898049334	2.4774727882135044	15477	FALSE
ENSG00000171345	KRT19	10.530661312620053	0.29704443388050444	0.0034103632502591073	0.9998281229217031	17:41523617-41528308:-	protein_coding	3880	744.5714285714286	60.379892555640815	2.4671993602505777	15476	FALSE
ENSG00000132821	VSTM2L	2.1737942148479723	0.7718205132587761	0.003515819010176214	0.9998281229217031	20:37903111-37945350:+	protein_coding	128434	1141	69.38358165352028	2.453973489942095	15475	FALSE
ENSG00000107186	MPDZ	5.44396487566378	0.844094149129928	0.003572241643369397	0.9998281229217031	9:13105704-13279590:-	protein_coding	8777	3657.157894736842	44.05779581498431	2.4470591710510248	15474	FALSE
ENSG00000058404	CAMK2B	3.8592295057465744	0.4822043488186452	0.0037127834392337356	0.9998281229217031	7:44217150-44334577:-	protein_coding	816	1449.9615384615386	59.4445476007321	2.4303003817430464	15473	FALSE
ENSG00000143507	DUSP10	4.158794556176634	0.5295385452088127	0.0038967023135368867	0.9998281229217031	1:221701424-221742089:-	protein_coding	11221	1506.5	45.5028211085297	2.4093027706318457	15472	FALSE
ENSG00000181788	SIAH2	6.534186050254703	0.5750455493903041	0.0041923271587669285	0.9998281229217031	3:150741125-150763477:-	protein_coding	6478	1063.3333333333333	57.554858934169296	2.3775448334424767	15471	FALSE
ENSG00000134258	VTCN1	6.297781225594412	-0.7602037033767928	0.004237945423452561	0.9998281229217031	1:117143587-117210960:-	protein_coding	79679	1727.4285714285713	45.36883890175324	-2.3728446404628865	3	FALSE
ENSG00000173226	IQCB1	5.20541615400503	0.3969319398495514	0.005597782726284209	0.9998281229217031	3:121769761-121835079:-	protein_coding	9657	1373	42.60742898761836	2.2519839623555797	15470	FALSE
ENSG00000269858	EGLN2	4.2039784937207525	1.0985259083482515	0.005679946608299632	0.9998281229217031	19:40798996-40808434:+	protein_coding	112398	1295.5555555555557	60.823327615780435	2.245655746653388	15469	FALSE
ENSG00000096060	FKBP5	5.42395449582816	0.7749139395558325	0.005907772690150409	0.9998281229217031	6:35573585-35728583:-	protein_coding	2289	4725.25	42.75964234696578	2.2285762231286257	15468	FALSE
ENSG00000172602	RND1	3.601078827754176	-0.5318184715061458	0.0059987570671005295	0.9998281229217031	12:48857145-48865870:-	protein_coding	27289	1267.5	53.2544378698225	-2.221938725419438	4	FALSE
ENSG00000087494	PTHLH	2.0744591656184563	-0.8508105559654267	0.006235800209377799	0.9998281229217031	12:27958084-27972733:-	protein_coding	5744	1253.3333333333333	47.792553191489354	-2.2051078077479067	5	FALSE
ENSG00000105825	TFPI2	2.9367895385958565	0.6859109654370296	0.006283618091138194	0.9998281229217031	7:93885396-93890753:-	protein_coding	7980	973.1666666666666	44.219900667922595	2.2017902185957112	15467	FALSE
ENSG00000197375	SLC22A5	5.34686564221143	0.32650689524607374	0.007502744315051966	0.9998281229217031	5:132369710-132395613:+	protein_coding	6584	2570.222222222222	49.208888120352775	2.124779853557048	15466	FALSE
ENSG00000128512	DOCK4	1.5072200234236723	0.8667920188876841	0.007509173525816013	0.9998281229217031	7:111726110-112206407:-	protein_coding	9732	3083.3684210526317	44.00518913013792	2.124407859657517	15465	FALSE
ENSG00000184828	ZBTB7C	2.436161079090567	0.8040103017009229	0.007589551639187295	0.9998281229217031	18:48026672-48410752:-	protein_coding	201501	1178.5714285714287	54.130303030303025	2.119783879753849	15464	FALSE
ENSG00000272449	AL139246.5	1.5205687748645307	0.6780582403682397	0.007798131936826414	0.9998281229217031	1:2530064-2547460:+	lncRNA	NA	1296	70.48611111111116	2.1080094212446037	15463	FALSE
ENSG00000141314	RHBDL3	2.007441264604119	-0.757667171928672	0.008267002225954372	0.9998281229217031	17:32265832-32324659:+	protein_coding	162494	2443.3333333333335	57.912687585266006	-2.08265194543506	6	FALSE
ENSG00000275342	PRAG1	2.983197481222968	0.8573106230319205	0.008305938558599305	0.9998281229217031	8:8317736-8386439:-	protein_coding	157285	4742	62.083509067903876	2.080611285814628	15462	FALSE
ENSG00000183508	TENT5C	5.9343758780196865	0.3893110919697458	0.008432371152838116	0.9998281229217031	1:117606048-117628389:+	protein_coding	54855	5654	43.9688715953307	2.0740502861350762	15461	FALSE
ENSG00000241878	PISD	5.43425365662069	0.37934410453404327	0.008668037303729288	0.9998281229217031	22:31618491-31662432:-	protein_coding	23761	1540.3529411764705	58.313602688459476	2.062079228320272	15460	FALSE
ENSG00000102886	GDPD3	2.999200841258898	0.44609507931146525	0.00900267140811976	0.9998281229217031	16:30104810-30113537:-	protein_coding	79153	700.8	56.56392694063926	2.0456286010433877	15459	FALSE
ENSG00000135334	AKIRIN2	4.048023770597961	-0.38175682317875614	0.009178666032143824	0.9998281229217031	6:87674860-87702233:-	protein_coding	55122	1155.5	49.37256598874944	-2.0372204317590326	7	FALSE
ENSG00000180667	YOD1	3.170915246956508	0.5283453705715023	0.00922942785200359	0.9998281229217031	1:207043849-207052980:-	protein_coding	55432	6278	36.48454921949667	2.03482522079634	15458	FALSE
ENSG00000165912	PACSIN3	6.181826175417409	-0.31638956721201955	0.009245576273284768	0.9998281229217031	11:47177522-47186443:-	protein_coding	29763	1087.2727272727273	64.3561872909699	-2.034066014249774	8	FALSE
ENSG00000172175	MALT1	5.694581162187999	0.3064047462683242	0.00948432973604066	0.9998281229217031	18:58671465-58754477:+	protein_coding	10892	2545.6363636363635	40.25426755231768	2.0229933555739006	15457	FALSE
ENSG00000155792	DEPTOR	3.592540876427985	0.8273943244521929	0.00974552779898968	0.9998281229217031	8:119873717-120050918:+	protein_coding	64798	1510.6666666666667	49.33804060017652	2.011194635357894	15456	FALSE
ENSG00000177508	IRX3	5.926287857882487	0.3290974321702405	0.010020029382758497	0.9998281229217031	16:54283304-54286787:-	protein_coding	79191	1536.3333333333333	64.0269038837058	1.9991310049407123	15455	FALSE
ENSG00000140022	STON2	4.190601237261757	0.46082587551533977	0.010193524638884201	0.9998281229217031	14:81260656-81436465:-	protein_coding	85439	2191.6	49.73079029019894	1.9916756230058068	15454	FALSE
ENSG00000228109	MELTF-AS1	2.087751688945993	0.5728657224211489	0.010287295755188462	0.9998281229217031	3:196999460-197004744:+	lncRNA	100507057	457	58.64332603938731	1.9876987742122525	15453	FALSE
ENSG00000144395	CCDC150	2.0093961978791968	0.7297195651737449	0.010287666790749016	0.9998281229217031	2:196639554-196763490:+	protein_coding	284992	1444.578947368421	42.24141071883994	1.987683110640939	15452	FALSE
ENSG00000131759	RARA	5.710171077006869	0.3763752310420071	0.010384808205249589	0.9998281229217031	17:40309180-40357643:+	protein_coding	5914	1637.6	62.55495847581827	1.983601519944572	15451	FALSE
ENSG00000142396	ERVK3-1	3.45092264395501	0.5951646737769445	0.010581207289152805	0.9998281229217031	19:58305319-58315663:+	protein_coding	NA	1145.75	49.12720925158192	1.975464777565082	15450	FALSE
ENSG00000188747	NOXA1	3.9538620210167617	0.48220367798260066	0.010738009715054632	0.9998281229217031	9:137423350-137434406:+	protein_coding	10811	1571	69.63717377466581	1.969076207451128	15449	FALSE
ENSG00000095321	CRAT	8.448592317129604	0.6993695797239511	0.010807441819962125	0.9998281229217031	9:129094794-129111189:-	protein_coding	1384	1142.3333333333333	61.706059721816956	1.9662770937390173	15448	FALSE
ENSG00000160179	ABCG1	5.45637078502277	-0.2783411053865349	0.010912282883988126	0.9998281229217031	21:42199689-42297244:+	protein_coding	9619	2539.909090909091	54.48656000572676	-1.9620843841316362	9	FALSE
ENSG00000271254	AC240274.1	3.324316086308773	0.4520164154073212	0.010952406572782979	0.9998281229217031	KI270711.1:4612-29626:-	protein_coding	102724250	2648.5	48.036624504436475	1.9604904427923682	15447	FALSE
ENSG00000255690	TRIL	2.0124196486307513	0.865197561956181	0.0113331262641327	0.9998281229217031	7:28953358-28958330:-	protein_coding	9865	4973	56.84697365775191	1.9456502726626503	15446	FALSE
ENSG00000186301	MST1P2	4.1912392959354285	0.895526150623651	0.011509087062994706	0.9998281229217031	1:16645622-16650289:+	unprocessed_pseudogene	NA	2291	61.283282409428196	1.9389591246089979	15445	FALSE
ENSG00000149177	PTPRJ	5.471898197915735	0.587401473186534	0.011901027867152336	0.9998281229217031	11:47980558-48170841:+	protein_coding	5795	3240.625	49.234329797492755	1.9244155278717852	15444	FALSE
ENSG00000204618	RNF39	3.4603863831885304	-0.46879454887747934	0.012376426712214658	0.9998281229217031	6:30070266-30075887:-	protein_coding	80352	2088	59.65038314176248	-1.9074047255235034	10	FALSE
ENSG00000111816	FRK	5.438413521406425	0.3181788330159057	0.012934211842980398	0.9998281229217031	6:115931149-116060891:-	protein_coding	2444	13363	38.9433510439273	1.8882600302387564	15443	FALSE
ENSG00000138678	GPAT3	3.790379123810686	-0.6459552506559179	0.013006130579600615	0.9998281229217031	4:83535914-83605875:+	protein_coding	84803	1359.375	46.12413793103447	-1.8858518900547605	11	FALSE
ENSG00000204140	CLPSL1	1.3854735377590284	0.7906606394855331	0.013019561424394109	0.9998281229217031	6:35781019-35793675:+	protein_coding	340204	433.5	52.710495963091155	1.8854036451206373	15442	FALSE
ENSG00000196110	ZNF699	1.205034791834857	-0.7459630295128116	0.013122921176949725	0.9998281229217031	19:9291140-9309838:-	protein_coding	374879	3127.6666666666665	42.49174038154111	-1.881969479760825	12	FALSE
ENSG00000219481	NBPF1	4.629226921623071	0.3643589078010596	0.013185949381784242	0.9998281229217031	1:16562319-16613562:-	protein_coding	55672	3174.5714285714284	46.890468904689065	1.8798885957585516	15441	FALSE
ENSG00000172661	WASHC2C	5.972145598760618	0.27854843343669444	0.01346864417762938	0.9998281229217031	10:45727200-45792964:+	protein_coding	253725	3071.6	47.760125016278145	1.8706761203727924	15440	FALSE
ENSG00000272954	AP000553.2	1.6285760749369125	0.8977546166905686	0.013597429996203609	0.9998281229217031	22:21661934-21662363:+	lncRNA	NA	430	47.906976744186	1.8665431683900293	15439	FALSE
ENSG00000152952	PLOD2	5.489531699227246	0.35026611713594263	0.013662079887599713	0.9998281229217031	3:146069440-146163653:-	protein_coding	5352	2024.4	36.14898241454255	1.8644831795017047	15438	FALSE
ENSG00000187210	GCNT1	5.6677175561456155	-0.37338209752571133	0.014127201314118607	0.9998281229217031	9:76419850-76651203:+	protein_coding	2650	3490.8333333333335	40.39627596084983	-1.8499438660510434	13	FALSE
ENSG00000064651	SLC12A2	7.290477011978615	-0.45888843909311455	0.014489447060815638	0.9998281229217031	5:128083766-128189677:+	protein_coding	6558	3192.5	42.14173844949099	-1.8389481875459794	14	FALSE
ENSG00000111785	RIC8B	5.083939462786797	0.323438606642588	0.015380021968403195	0.9998281229217031	12:106774621-106889316:+	protein_coding	55188	1981.5833333333333	43.08002859666092	1.8130430441997718	15437	FALSE
ENSG00000004534	RBM6	6.439442343840691	0.4800790343855491	0.015715391605544485	0.9998281229217031	3:49940007-50100045:+	protein_coding	10180	1565.75	47.99297461280535	1.8036747925014407	15436	FALSE
ENSG00000130751	NPAS1	1.7799746953567435	0.6100710916290648	0.01638585682672738	0.9998281229217031	19:47019837-47045775:+	protein_coding	4861	1220.5	67.88201556739041	1.785530844157076	15435	FALSE
ENSG00000086548	CEACAM6	6.504584856455498	-0.5354459171955168	0.016904328161544316	0.9998281229217031	19:41750977-41772211:+	protein_coding	4680	1582.5	47.20379146919432	-1.7720020849710938	15	FALSE
ENSG00000242265	PEG10	5.976328497404988	0.5291140504294577	0.016970944340818053	0.9998281229217031	7:94656325-94669695:+	protein_coding	23089	3677	46.20312452784577	1.7702939908823492	15434	FALSE
ENSG00000169564	PCBP1	4.553976671594617	-0.4110538537141142	0.01754437695384725	0.9998281229217031	2:70087477-70089203:+	protein_coding	5093	1727	54.8928778228141	-1.75586205009381	16	FALSE
ENSG00000225402	AC010878.1	2.2065654315718417	-0.47006444815817183	0.017631065027659546	0.9998281229217031	2:37816915-37817961:+	processed_pseudogene	NA	1047	41.5472779369628	-1.7537214527792204	17	FALSE
ENSG00000155893	PXYLP1	4.350915863271633	0.3849689962633128	0.018328059749719884	0.9998281229217031	3:141228726-141367753:+	protein_coding	92370	1783.5294117647059	47.678100263852244	1.7368835080105323	15433	FALSE
ENSG00000101298	SNPH	1.116041057106005	-0.9086391964504905	0.019056289991167683	0.9998281229217031	20:1266280-1309328:+	protein_coding	9751	4698.75	61.723862729449344	-1.7199616468874492	18	FALSE
ENSG00000050344	NFE2L3	3.8642968696517266	0.3783580687656373	0.019682818985842173	0.9998281229217031	7:26152198-26187137:+	protein_coding	9603	2097.3333333333335	43.24539097266367	1.7059127015184339	15432	FALSE
ENSG00000173110	HSPA6	2.394848548833825	-0.7572348353794134	0.01976361705638907	0.9998281229217031	1:161524540-161526894:+	protein_coding	3310	2355	58.6411889596603	-1.7041335696737525	19	FALSE
ENSG00000061938	TNK2	5.609164326071293	0.3676492885997014	0.01981098266516956	0.9998281229217031	3:195863364-195911945:-	protein_coding	10188	2169.866666666667	65.4387366351235	1.7030939820345832	15431	FALSE
ENSG00000117394	SLC2A1	7.329884303754816	0.2816286050168839	0.02009620594184783	0.9998281229217031	1:42925353-42958893:-	protein_coding	6513	1377.4666666666667	55.9142386990611	1.696885927358213	15430	FALSE
ENSG00000182580	EPHB3	3.8615553340651507	-0.4109602475767879	0.020178617364801355	0.9998281229217031	3:184561785-184582408:+	protein_coding	2049	1734	62.26451364859667	-1.695108594858715	20	FALSE
ENSG00000125629	INSIG2	5.408507262290628	-0.35037912443887814	0.020457060447424354	0.9998281229217031	2:118088452-118110997:+	protein_coding	51141	1555.625	37.09120128565691	-1.6891567715613212	21	FALSE
ENSG00000158321	AUTS2	4.221776799091879	0.3614931268617376	0.020493783102366516	0.9998281229217031	7:69598296-70793506:+	protein_coding	26053	2112.878787878788	52.97239153818574	1.688377864496422	15429	FALSE
ENSG00000124143	ARHGAP40	3.873984182001979	0.6599008556521838	0.020843415106411505	0.9998281229217031	20:38601934-38651035:+	protein_coding	343578	1548.5	57.039070067807586	1.6810311222075391	15428	FALSE
ENSG00000113739	STC2	4.761379225234067	0.4468621800931802	0.020935000152163027	0.9998281229217031	5:173314713-173329503:-	protein_coding	8614	1518	52.92490118577074	1.679127031616144	15427	FALSE
ENSG00000141441	GAREM1	4.989667794484511	-0.28292916889546055	0.021121968476290193	0.9998281229217031	18:32124877-32470882:-	protein_coding	64762	3880.75	44.26335115634866	-1.6752656098809844	22	FALSE
ENSG00000134668	SPOCD1	3.834609808512886	0.45633823355650815	0.021274411865031678	0.9998281229217031	1:31790422-31816051:-	protein_coding	90853	1844.142857142857	58.428228367805396	1.6721424372270146	15426	FALSE
ENSG00000118513	MYB	6.026802325126961	0.5025637295364539	0.02144098584458817	0.9998281229217031	6:135181308-135219173:+	protein_coding	4602	2579.0476190476193	44.39807976366322	1.6687552499017708	15425	FALSE
ENSG00000183049	CAMK1D	4.909718923501541	-0.3445961625916468	0.021969503543199813	0.9998281229217031	10:12349547-12835545:+	protein_coding	57118	2966	51.07889413351314	-1.6581797569568186	23	FALSE
ENSG00000140416	TPM1	5.888462235641438	0.2537740337481508	0.02209023073625557	0.9998281229217031	15:63042632-63071915:+	protein_coding	7168	1349.8947368421052	48.82446974422957	1.65579974782439	15424	FALSE
ENSG00000230204	FTH1P5	2.4614500667842107	-0.7029834281949681	0.02232685039825606	0.9998281229217031	6:50912712-50913256:-	processed_pseudogene	NA	545	46.2385321100917	-1.6511725376152273	24	FALSE
ENSG00000099290	WASHC2A	6.330531379625772	0.26355288383090075	0.022377825985496192	0.9998281229217031	10:50067888-50133509:+	protein_coding	387680	3045.4444444444443	47.93316064066548	1.6501821076362646	15423	FALSE
ENSG00000236017	ASMTL-AS1	0.8720018930198111	0.8474880868010692	0.022440336902896818	0.9998281229217031	X:1401769-1414028:+	lncRNA	NA	619.8	60.53565666343981	1.6489706271854534	15422	FALSE
ENSG00000143845	ETNK2	7.171229786308786	0.38124319836513454	0.022884253865843567	0.9998281229217031	1:204131062-204152044:-	protein_coding	55224	985.0909090909091	56.96751568844591	1.6404632430457045	15421	FALSE
ENSG00000076344	RGS11	3.9778131554773406	0.5072808114888089	0.023249878702756566	0.9998281229217031	16:268301-275980:-	protein_coding	8786	1989.125	62.8731226041601	1.6335793085314858	15420	FALSE
ENSG00000213563	C8orf82	4.9455916082762235	0.26836534111990545	0.023392369532751842	0.9998281229217031	8:144525733-144529132:-	protein_coding	414919	1496.2	70.0975805373613	1.630925784053313	15419	FALSE
ENSG00000250067	YJEFN3	1.060604070563684	0.9769366188571725	0.023475432427563288	0.9998281229217031	19:19528861-19537581:+	protein_coding	374887	1547.3333333333333	63.033175355450226	1.6293863990970012	15418	FALSE
ENSG00000224660	SH3BP5-AS1	4.030136351813827	0.4662147784568256	0.023606234423930523	0.9998281229217031	3:15254184-15264515:+	lncRNA	100505696	3517.8333333333335	47.08864357795992	1.6269732843882412	15417	FALSE
ENSG00000225069	AL080312.1	0.7108721491187611	-1.1114093820631519	0.0236737701267967	0.9998281229217031	20:25099105-25099928:+	processed_pseudogene	NA	824	45.266990291262104	-1.6257325737193915	25	FALSE
ENSG00000175455	CCDC14	6.255673573850104	0.46425714227222553	0.023748115931360995	0.9998281229217031	3:123897305-123961408:-	protein_coding	64770	2098.181818181818	38.18024263431543	1.6243708396420768	15416	FALSE
ENSG00000047346	FAM214A	7.337349766516101	0.7060165328472918	0.023973551889064106	0.9998281229217031	15:52581317-52709817:-	protein_coding	56204	1873.375	39.397477814105564	1.620267616715491	15415	FALSE
ENSG00000236111	AL603882.1	2.6491978061455566	-0.37659357183228903	0.02478613541434111	0.9998281229217031	1:45781277-45781957:+	processed_pseudogene	NA	681	46.2555066079295	-1.6057911819479092	26	FALSE
ENSG00000166432	ZMAT1	5.3976098519726445	0.4195308766948088	0.024846716106121818	0.9998281229217031	X:101882288-101932079:-	protein_coding	84460	3146.714285714286	38.83415807872157	1.6047310021512702	15414	FALSE
ENSG00000196372	ASB13	5.975234833619412	0.32974834242469786	0.02501219512377105	0.9998281229217031	10:5638867-5666595:-	protein_coding	79754	1846.8	55.76131687242798	1.6018481919837522	15413	FALSE
ENSG00000162174	ASRGL1	2.857818405471502	0.4908033328798038	0.0257662490861817	0.9998281229217031	11:62337448-62393412:+	protein_coding	80150	1074.1818181818182	53.275220040622905	1.5889487991339344	15412	FALSE
