gene_id	gene_name	logCPM	logFC	PValue	FDR	location	gene_biotype	entrezid	ave_tx_len	gc_content	rankingStat	signedRank	DE
ENSG00000150594	ADRA2A	2.123962474403514	1.3860406028342136	1.1215287887504053e-6	0.00102230647708684	10:111077029-111080907:+	protein_coding	150	3879	59.7061098221191	5.950189573944614	15480	TRUE
ENSG00000164120	HPGD	5.766050279764501	1.0468631119939344	1.313100524851393e-6	0.0011304336518387326	4:174490175-174523154:-	protein_coding	3248	1427.0714285714287	39.316282096201014	5.881702025077994	15479	TRUE
ENSG00000112297	CRYBG1	4.7909367331411	1.0395472841238802	1.7232081470466839e-6	0.0014054122866650218	6:106360717-106572017:+	protein_coding	202	3470.25	48.49794683380163	5.763662260767859	15478	TRUE
ENSG00000156284	CLDN8	3.0524897432948235	1.2661879717747915	2.830218762021318e-6	0.002192853496814117	21:30214006-30216097:-	protein_coding	9073	2092	37.3326959847036	5.548179994346091	15477	TRUE
ENSG00000096060	FKBP5	5.359649504040271	0.8106248634131775	3.1323330619149794e-6	0.0023113634822587866	6:35573585-35728583:-	protein_coding	2289	4725.25	42.75964234696578	5.504132065496163	15476	TRUE
ENSG00000253125	AC055854.1	1.7100495299136256	1.2696031286980103	3.6002827298151417e-6	0.002509976479873149	8:22690150-22798616:+	lncRNA	NA	830.6666666666666	54.49438202247186	5.443663392794603	15475	TRUE
ENSG00000112541	PDE10A	1.6492606282439328	1.5313938875284672	3.725442632749253e-6	0.002509976479873149	6:165327287-165988078:-	protein_coding	10846;90632	4371.076923076923	41.14810643390117	5.428822119817668	15474	TRUE
ENSG00000151929	BAG3	7.161118886323259	0.8122070721377247	5.539369015959725e-6	0.0035765859279713293	10:119651380-119677819:+	protein_coding	9531	1853.5	58.24116536282708	5.256539702508696	15473	TRUE
ENSG00000107186	MPDZ	5.416867200130065	0.8022188986003138	5.942577027068404e-6	0.00368344694445808	9:13105704-13279590:-	protein_coding	8777	3657.157894736842	44.05779581498431	5.226025180283171	15472	TRUE
ENSG00000174827	PDZK1	4.335330083312884	0.9498882651159989	9.883643834522991e-6	0.0058906517253757024	1:145670852-145708148:-	protein_coding	5174	1235.142857142857	44.61022438121673	5.005082913157484	15471	TRUE
ENSG00000047346	FAM214A	7.3036277787092585	0.7142575242965188	1.040523727156232e-5	0.00597183543556036	15:52581317-52709817:-	protein_coding	56204	1873.375	39.397477814105564	4.982748012083269	15470	TRUE
ENSG00000159167	STC1	3.721318181771298	1.042388797438659	1.450736094582824e-5	0.007890425238644437	8:23841929-23854806:-	protein_coding	6781	2808	43.82122507122507	4.838411583489533	15469	TRUE
ENSG00000134258	VTCN1	6.500077000568211	-0.7772531305004993	1.476654181212498e-5	0.007890425238644437	1:117143587-117210960:-	protein_coding	79679	1727.4285714285713	45.36883890175324	-4.830721200541812	1	TRUE
ENSG00000157214	STEAP2	3.7378815194818578	0.8363700618110601	1.778326065487164e-5	0.009102006915151478	7:90167590-90238137:+	protein_coding	261729	3202.9	38.23722251709389	4.749988605874977	15468	TRUE
ENSG00000186868	MAPT	7.067914813968755	0.6612083139275768	1.8244510347278875e-5	0.009102006915151478	17:45894551-46028334:+	protein_coding	4137	2790.125	56.346041844003416	4.738867787894205	15467	TRUE
ENSG00000169116	PARM1	3.1435806083439126	0.953519485286907	1.8796090686941617e-5	0.009102006915151478	4:74933095-75050115:+	protein_coding	25849	4659.5	44.83313660263974	4.725932468270106	15466	TRUE
ENSG00000275342	PRAG1	2.9517708918871146	0.8941422457824831	1.942893422626911e-5	0.009123356508189882	8:8317736-8386439:-	protein_coding	157285	4742	62.083509067903876	4.711551021960441	15465	TRUE
ENSG00000163406	SLC15A2	3.9200059357527546	1.2526451689844278	2.3866494748390132e-5	0.01087750595944275	3:121894401-121944188:+	protein_coding	6565	1484.4285714285713	42.40207872197091	4.622211360767718	15464	TRUE
ENSG00000095321	CRAT	8.335797482769443	0.7907910724894718	2.488016301862529e-5	0.011015514461046214	9:129094794-129111189:-	protein_coding	1384	1142.3333333333333	61.706059721816956	4.604146778408169	15463	TRUE
ENSG00000269858	EGLN2	4.144117574259473	0.8033972726177269	2.8663790609894728e-5	0.01233816942474802	19:40798996-40808434:+	protein_coding	112398	1295.5555555555557	60.823327615780435	4.54266637736844	15462	TRUE
ENSG00000047644	WWC3	5.807737045598235	0.6115920179920478	4.0030608104193283e-5	0.016765251437367006	X:10015254-10144474:+	protein_coding	55841	3741	54.55760491847103	4.397607812485711	15461	TRUE
ENSG00000155850	SLC26A2	3.745827168355255	0.7899539927962417	4.797110262659179e-5	0.019562110692149113	5:149960758-149993455:+	protein_coding	1836	3080.6666666666665	40.44579095433885	4.319020299062955	15460	TRUE
ENSG00000141753	IGFBP4	6.729154049552671	0.7149361972567143	8.517592521581802e-5	0.03384323428575169	17:40443450-40457725:+	protein_coding	3487	2205	62.63038548752831	4.06968314024976	15459	TRUE
ENSG00000170743	SYT9	1.1095568842652999	1.576004911100069	9.415918504348801e-5	0.036477268285847256	11:7238778-7469043:+	protein_coding	143425	3093	49.261773898049334	4.026137309007526	15458	TRUE
ENSG00000135547	HEY2	4.459429471149358	0.6363310723016574	9.728585981688551e-5	0.03676930935908434	6:125747664-125761269:+	protein_coding	23493	2543.5	46.09789659917439	4.011950278434274	15457	TRUE
ENSG00000109062	SLC9A3R1	9.456542307964417	0.6113550952325875	1.0006518276057806e-4	0.03691928742995042	17:74748628-74769353:+	protein_coding	9368	1070.4	61.19207772795217	3.9997170070889365	15456	TRUE
ENSG00000139211	AMIGO2	4.467592506633348	-0.6203284737242009	1.2665458286085748e-4	0.04564277711655459	12:47075707-47079951:-	protein_coding	347902	3225.6666666666665	44.610933140436096	-3.8973790911069695	2	TRUE
ENSG00000066468	FGFR2	3.1840311179121437	0.8579912087692426	1.418491723354058e-4	0.049956699420669284	10:121478332-121598458:-	protein_coding	2263	2317.5185185185187	50.65603375257698	3.848173193891497	15455	TRUE
ENSG00000123836	PFKFB2	5.758766297001007	0.598936713568826	1.8006730995167181e-4	0.062007178555802366	1:207034366-207081024:+	protein_coding	5208	1639.9	45.191779986584564	3.7445651233615904	15454	FALSE
ENSG00000149177	PTPRJ	5.42524510014008	0.5904932783268725	2.149939082341431e-4	0.07242490439122351	11:47980558-48170841:+	protein_coding	5795	3240.625	49.234329797492755	3.667573845469407	15453	FALSE
ENSG00000115594	IL1R1	4.5466691523427825	-0.6674080159771448	2.3939211605479208e-4	0.07892809000819272	2:102064544-102179874:+	protein_coding	3554	1773.923076923077	42.38324443866269	-3.620890156395271	3	FALSE
ENSG00000215859	PDZK1P1	3.7864952109727845	0.8177913611062744	2.6108418482517954e-4	0.0842866776677288	1:147993862-148014956:-	transcribed_unprocessed_pseudogene	NA	1808.3333333333333	45.43778801843319	3.583219434769084	15452	FALSE
ENSG00000197632	SERPINB2	2.1336704448791197	-1.0447748522606561	2.728014876841317e-4	0.08570254902378063	18:63871692-63903888:+	protein_coding	5055	1179.1666666666667	43.2367491166078	-3.564153265645883	4	FALSE
ENSG00000142396	ERVK3-1	3.3907436737141117	0.6563296177675013	2.765311984505054e-4	0.08570254902378063	19:58305319-58315663:+	protein_coding	NA	1145.75	49.12720925158192	3.5582558641764694	15451	FALSE
ENSG00000260618	AC025917.1	0.8432186927108626	1.1666951803301338	3.2856439905447696e-4	0.09917708783556904	15:52577842-52598709:+	lncRNA	NA	623.5	34.24218123496394	3.483379495471255	15450	FALSE
ENSG00000183111	ARHGEF37	4.750158930086909	0.6110653471765308	3.3280901958244644e-4	0.09917708783556904	5:149551947-149634968:+	protein_coding	389337	2009.6666666666667	53.72366893348812	3.4778049122436787	15449	FALSE
ENSG00000095739	BAMBI	7.576491891678886	-0.4961780256922018	4.2850333347196424e-4	0.12528467274493507	10:28677510-28682932:+	protein_coding	25805	1787.5	51.07692307692308	-3.3680457952043805	5	FALSE
ENSG00000050628	PTGER3	0.6194394943605256	-1.4728766019359056	4.615220467531857e-4	0.130187210632306	1:70852353-71047808:-	protein_coding	5733	2244.75	51.52021383227531	-3.3358075480409797	6	FALSE
ENSG00000161638	ITGA5	3.815012622546921	-0.7820877333864237	4.620738632406318e-4	0.130187210632306	12:54395261-54419266:-	protein_coding	3678	1328.3846153846155	56.025247553419426	-3.3352885962321994	7	FALSE
ENSG00000111961	SASH1	2.498557398206495	1.1097013483978602	4.951270922261531e-4	0.13700873966315122	6:148272304-148552048:+	protein_coding	23328	1673.5454545454545	48.29702862730188	3.305283309414001	15448	FALSE
ENSG00000162891	IL20	0.6222895873241512	1.3669738823694928	5.759122837795759e-4	0.15656731139382998	1:206865354-206869223:+	protein_coding	50604	1210.3333333333333	41.94436794271548	3.2396436581938426	15447	FALSE
ENSG00000181788	SIAH2	6.460683823570245	0.5292948646515075	6.075628790617327e-4	0.1623240409300105	3:150741125-150763477:-	protein_coding	6478	1063.3333333333333	57.554858934169296	3.216408768566882	15446	FALSE
ENSG00000154734	ADAMTS1	3.941922641742302	0.5896457565792679	6.622583497789423e-4	0.1739382269182117	21:26835755-26845409:-	protein_coding	9510	2109.6666666666665	45.90772633907407	3.178972557394552	15445	FALSE
ENSG00000151892	GFRA1	4.534779721068875	0.5700042367377949	6.775326798398732e-4	0.17498410677997792	10:116056925-116273467:-	protein_coding	2674	4614	47.63762462071954	3.1690697523622813	15444	FALSE
ENSG00000163644	PPM1K	5.7877254112786245	0.48810387842887	8.281520810342557e-4	0.21037778110994798	4:88257620-88284769:-	protein_coding	152926	2028.5	42.02119792950455	3.0818899024794706	15443	FALSE
ENSG00000184828	ZBTB7C	2.2817224326690364	0.9267764898699361	8.776529845224616e-4	0.2193566233574204	18:48026672-48410752:-	protein_coding	201501	1178.5714285714287	54.130303030303025	3.0566771659812875	15442	FALSE
ENSG00000169836	TACR3	0.934236791682145	-0.9047345938186652	0.0012282667182359711	0.3021146200918192	4:103586031-103719985:-	protein_coding	6870	5359	37.3577159917895	-2.910707315865466	8	FALSE
ENSG00000218014	KRT19P1	6.79908750105319	0.5732793876318821	0.0013763633525926341	0.33325197674649154	6:71584721-71585906:+	processed_pseudogene	NA	1186	60.28667790893759	2.861266899534602	15441	FALSE
ENSG00000137501	SYTL2	5.0396668629122185	-0.4797122331519964	0.0015332903075901969	0.36553640932950293	11:85694224-85811159:-	protein_coding	54843	2263.0666666666666	42.29216991692688	-2.8143756096283017	9	FALSE
ENSG00000180044	C3orf80	1.663828029677062	-0.7309542751468306	0.0016662031702634186	0.39120430797578687	3:160225496-160228213:+	protein_coding	401097	1914	55.25078369905959	-2.7782720435387676	10	FALSE
ENSG00000198740	ZNF652	7.589230361921332	0.5775654243620088	0.001901459149651789	0.4397762833284197	17:49289206-49362473:-	protein_coding	22834	5686.25	41.78061112332383	2.7209130003977484	15440	FALSE
ENSG00000101298	SNPH	1.3397660490685357	-1.0418536211401215	0.0019681536240186925	0.4485074787910832	20:1266280-1309328:+	protein_coding	9751	4698.75	61.723862729449344	-2.7059410057727145	11	FALSE
ENSG00000114790	ARHGEF26	5.593950731527688	0.4831686647922175	0.002247808993809011	0.5048122922907888	3:154121003-154257827:+	protein_coding	26084	3928.6	46.14875528177975	2.648240595442431	15439	FALSE
ENSG00000138678	GPAT3	3.894816439206122	-0.5285035692513853	0.0024930507922217445	0.5518902153752593	4:83535914-83605875:+	protein_coding	84803	1359.375	46.12413793103447	-2.603268873298506	12	FALSE
ENSG00000255690	TRIL	2.0306322113455035	0.8220021529661328	0.0027865838720128764	0.6081817419818526	7:28953358-28958330:-	protein_coding	9865	4973	56.84697365775191	2.5549278807957583	15438	FALSE
ENSG00000113532	ST8SIA4	3.214094886248907	-0.5762585000784626	0.0030005720338907578	0.64578978107182194	5:100806933-100903282:-	protein_coding	7903	2332.25	37.678207739307574	-2.522795942786986	13	FALSE
ENSG00000182165	TP53TG1	4.882558938346067	0.5638964861845756	0.00329320912012693	0.6990625825409166	7:87322943-87345528:-	lncRNA	NA	1332.9	45.262210218320966	2.4823806905351087	15437	FALSE
ENSG00000087494	PTHLH	2.249010702455766	-0.6581948891591571	0.0035015492347095787	0.7256304651482266	12:27958084-27972733:-	protein_coding	5744	1253.3333333333333	47.792553191489354	-2.4557397627295665	14	FALSE
ENSG00000196843	ARID5A	1.7553362025241337	-0.85978670234408	0.003512021482067436	0.7256304651482266	2:96536743-96552634:+	protein_coding	10865	1790	64.30965682362331	-2.4544428362981634	15	FALSE
ENSG00000204618	RNF39	3.5974869164546526	-0.5344407829274652	0.003728436748663268	0.7602086297011316	6:30070266-30075887:-	protein_coding	80352	2088	59.65038314176248	-2.4284732201312003	16	FALSE
ENSG00000225069	AL080312.1	1.0938666616820598	-1.1063307806146856	0.00418544775217159	0.842307771008454	20:25099105-25099928:+	processed_pseudogene	NA	824	45.266990291262104	-2.378258075091102	17	FALSE
ENSG00000109814	UGDH	5.141366345024588	0.4839643167798146	0.004352024153015651	0.8623976295591073	4:39498755-39528311:-	protein_coding	7358	1273.0833333333333	43.261111474766	2.3613087030405038	15436	FALSE
ENSG00000249681	KRT19P3	2.435318697618037	0.7486188686678554	0.0043965805843552835	0.8623976295591073	4:109879070-109879897:-	processed_pseudogene	NA	828	55.9178743961353	2.3568849623057027	15435	FALSE
ENSG00000131844	MCCC2	8.492796660747375	0.40872433738653474	0.004466942864313861	0.8652468328175947	5:71587288-71658706:+	protein_coding	64087	1491.6666666666667	44.364990689013034	2.3499896024580704	15434	FALSE
ENSG00000113916	BCL6	5.516364818084894	0.42713715732734275	0.004703702129503039	0.8998588666515936	3:187721377-187745725:-	protein_coding	604	1763.6363636363637	51.05154639175258	2.3275601885495103	15433	FALSE
ENSG00000162849	KIF26B	3.383370857324563	0.5713890323587327	0.004848005699065818	0.916154833081999	1:245154985-245709432:+	protein_coding	55083	7289.25	54.07963782282126	2.3144368783072444	15432	FALSE
ENSG00000145703	IQGAP2	4.633243284439391	0.5037735418501765	0.005024952236918088	0.9381525284732855	5:76403285-76708132:+	protein_coding	10788	1822.7368421052631	40.98521598521598	2.2988680619356323	15431	FALSE
ENSG00000172602	RND1	3.742876707920276	-0.5187915520206752	0.005175170418131375	0.9546957238019498	12:48857145-48865870:-	protein_coding	27289	1267.5	53.2544378698225	-2.2860753443376227	18	FALSE
ENSG00000196620	UGT2B15	0.7140311448723075	0.9911587626681971	0.005332410502255778	0.9721298016818298	4:68646597-68670652:-	protein_coding	7366	2134	38.5660731021556	2.273076424899187	15430	FALSE
ENSG00000134317	GRHL1	4.888258678670146	-0.45326099662660607	0.005853723677040868	0.9999991967531088	2:9951693-10002277:+	protein_coding	29841	2115.5	46.40155991491374	-2.2325677821360395	19	FALSE
ENSG00000106025	TSPAN12	4.692399099248487	-0.45829753040832744	0.0059335613113592495	0.9999991967531088	7:120787320-120858402:-	protein_coding	23554	1087.2857142857142	44.59335172776247	-2.2266845657203365	20	FALSE
ENSG00000182704	TSKU	3.0148178654704436	0.5621647013295699	0.006184447890420709	0.9999991967531088	11:76782251-76798153:+	protein_coding	25987	1998	59.81981981981982	2.2086990654522145	15429	FALSE
ENSG00000204634	TBC1D8	3.9183644691945063	-0.4870092423901971	0.007007550867128971	0.9999991967531088	2:101007617-101252866:-	protein_coding	11138	1237.9	52.55674933354876	-2.1544337410549055	21	FALSE
ENSG00000141314	RHBDL3	2.1521659106002353	-0.6788838316386877	0.007342118202438069	0.9999991967531088	17:32265832-32324659:+	protein_coding	162494	2443.3333333333335	57.912687585266006	-2.134178627969682	22	FALSE
ENSG00000128512	DOCK4	1.5011185774945455	0.6694690322232951	0.007412029078633689	0.9999991967531088	7:111726110-112206407:-	protein_coding	9732	3083.3684210526317	44.00518913013792	2.130062885539678	15428	FALSE
ENSG00000162981	LRATD1	1.599517734426138	-0.6696945995163605	0.007470948225422319	0.9999991967531088	2:14632700-14650814:+	protein_coding	151354	3203.5	47.94755735913844	-2.1266242732938845	23	FALSE
ENSG00000172478	MAB21L4	1.4867363424993667	-0.7728571278535865	0.007605519279952629	0.9999991967531088	2:240886048-240896889:-	protein_coding	79919	1484	60.20215633423181	-2.118871128393505	24	FALSE
ENSG00000074527	NTN4	0.9973428667086792	-0.6514893221353117	0.007689773313911722	0.9999991967531088	12:95657807-95791189:-	protein_coding	59277	1813.75	48.02894555478979	-2.1140864625351523	25	FALSE
ENSG00000144476	ACKR3	2.0275524993558625	-0.7449991263827057	0.007711554714728742	0.9999991967531088	2:236567787-236582354:+	protein_coding	57007	1364	51.09970674486804	-2.112858055676718	26	FALSE
ENSG00000111785	RIC8B	5.086423704002182	0.4322399941797013	0.007939904653893463	0.9999991967531088	12:106774621-106889316:+	protein_coding	55188	1981.5833333333333	43.08002859666092	2.100184712753831	15427	FALSE
ENSG00000153002	CPB1	3.677870039138372	-0.4945062498011029	0.008275879386969085	0.9999991967531088	3:148791102-148860187:+	protein_coding	1360	1097	42.16955332725617	-2.0821858473871	27	FALSE
ENSG00000278540	ACACA	7.791758746273138	0.4087532236389157	0.008453705958952923	0.9999991967531088	17:37084992-37406836:-	protein_coding	31	2655.1304347826085	48.570446060129704	2.072952862093118	15426	FALSE
ENSG00000183569	SERHL2	3.217157366857597	0.6353653471317874	0.008732228237868385	0.9999991967531088	22:42553617-42574382:+	protein_coding	253190	1194.1	56.26831923624487	2.058874921479689	15425	FALSE
ENSG00000102886	GDPD3	2.9051318878733774	0.5090729067698764	0.0091010623265627	0.9999991967531088	16:30104810-30113537:-	protein_coding	79153	700.8	56.56392694063926	2.040907911455092	15424	FALSE
ENSG00000242114	MTFP1	2.1729315980836	0.5281882589041137	0.00947557953434688	0.9999991967531088	22:30425623-30429054:+	protein_coding	51537	804.1666666666666	61.968911917098445	2.0233942187348744	15423	FALSE
ENSG00000174469	CNTNAP2	7.929332679698273	0.4161275203998138	0.010111111041691656	0.9999991967531088	7:146116002-148420998:+	protein_coding	26047	2169.6666666666665	44.69772622522661	1.9952011200999498	15422	FALSE
ENSG00000173193	PARP14	4.800145323536943	0.4267855822794506	0.010958399942835342	0.9999991967531088	3:122680839-122730840:+	protein_coding	54625	4085.1428571428573	42.65281857602463	1.9602528533996812	15421	FALSE
ENSG00000121966	CXCR4	2.4780912208039805	-0.5730979537870291	0.01101026286300742	0.9999991967531088	2:136114349-136118149:-	protein_coding	7852	1682.6666666666667	45.701267828843086	-1.9582023124005588	28	FALSE
ENSG00000140022	STON2	4.0992125806795485	0.4754871872108334	0.011138472097111553	0.9999991967531088	14:81260656-81436465:-	protein_coding	85439	2191.6	49.73079029019894	1.9531743787585785	15420	FALSE
ENSG00000270179	AP002840.2	0.6933680029394003	0.6297416621032293	0.011223808347458702	0.9999991967531088	11:113368478-113369117:+	lncRNA	NA	640	44.6875	1.949859757727358	15419	FALSE
ENSG00000180616	SSTR2	3.5360936001756653	0.45335559957887694	0.011796608052166506	0.9999991967531088	17:73165010-73176633:+	protein_coding	6752	4107.5	46.768107121119925	1.9282428499813187	15418	FALSE
ENSG00000138496	PARP9	4.0003117545408164	0.43938957435051285	0.012218260106599094	0.9999991967531088	3:122527924-122564577:-	protein_coding	83666	3025.8571428571427	43.35017232425286	1.912990633692609	15417	FALSE
ENSG00000100867	DHRS2	3.039201790214282	0.4831423396848088	0.012275339251225417	0.9999991967531088	14:23630115-23645639:+	protein_coding	10202	1966.8	52.90319300386413	1.9109664965248128	15416	FALSE
ENSG00000171346	KRT15	1.523019721132222	0.5396104525303693	0.012398101341753188	0.9999991967531088	17:41513745-41522529:-	protein_coding	3866	1607.4444444444443	55.8788967996129	1.9066448180583024	15415	FALSE
ENSG00000155792	DEPTOR	3.6841293486742277	0.5548488984268272	0.012976752998638659	0.9999991967531088	8:119873717-120050918:+	protein_coding	64798	1510.6666666666667	49.33804060017652	1.8868339617098748	15414	FALSE
ENSG00000013588	GPRC5A	4.984256210216192	0.41944203776614153	0.013142276142990225	0.9999991967531088	12:12891559-12917937:+	protein_coding	9052	2115	50.425531914893625	1.8813294117371244	15413	FALSE
ENSG00000105219	CCNP	3.2390584349455245	0.4655092151832407	0.013793201669004277	0.9999991967531088	19:40222208-40226697:-	protein_coding	79935	1223.8	64.09544043144302	1.860334913969779	15412	FALSE
ENSG00000242265	PEG10	5.957029048675103	0.3881957010431185	0.013993858351659876	0.9999991967531088	7:94656325-94669695:+	protein_coding	23089	3677	46.20312452784577	1.854062526408145	15411	FALSE
ENSG00000162894	FCMR	1.4755531443986865	0.7848002810957856	0.014203005631595203	0.9999991967531088	1:206903317-206923247:-	protein_coding	9214	1054.3	54.60495115242341	1.8476197407514372	15410	FALSE
ENSG00000204140	CLPSL1	1.2977894452487817	0.6329583097614144	0.01468708945656753	0.9999991967531088	6:35781019-35793675:+	protein_coding	340204	433.5	52.710495963091155	1.8330642599068585	15409	FALSE
ENSG00000185745	IFIT1	1.0689443792446673	-0.6187193339300798	0.015004902240775657	0.9999991967531088	10:89392546-89406487:+	protein_coding	3434	4457.5	42.0415030846887	-1.8237668297246328	29	FALSE
ENSG00000215126	CBWD6	3.227049726727834	0.5141865528362999	0.015395830097116581	0.9999991967531088	9:41131306-41199261:-	protein_coding	644019	1568.7222222222222	37.51460849240359	1.8125968902698262	15408	FALSE
ENSG00000008513	ST3GAL1	4.409958940916792	-0.4662303196427492	0.01597740935281249	0.9999991967531088	8:133454848-133571940:-	protein_coding	6482	1976.0625	52.41484011765822	-1.7964936377246428	30	FALSE
ENSG00000075223	SEMA3C	8.784160958741044	-0.4661940767273319	0.015980850925661292	0.9999991967531088	7:80742538-80922359:-	protein_coding	10512	1318.111111111111	42.42603051504677	-1.7964000997103668	31	FALSE
ENSG00000272954	AP000553.2	1.5199707338604183	0.586680795621555	0.01622961113125258	0.9999991967531088	22:21661934-21662363:+	lncRNA	NA	430	47.906976744186	1.789691885939291	15407	FALSE
ENSG00000285467	AL136419.1	2.539647745384042	0.48464201393754597	0.01691527211238564	0.9999991967531088	14:23969931-24051377:+	lncRNA	728635	1382	58.9001447178003	1.771721011416823	15406	FALSE
ENSG00000173110	HSPA6	2.3328228932209902	-0.4926233810071691	0.01742608315312318	0.9999991967531088	1:161524540-161526894:+	protein_coding	3310	2355	58.6411889596603	-1.7588002179470497	32	FALSE
ENSG00000177570	SAMD12	4.692852334720315	0.4945917455131376	0.018338011498127964	0.9999991967531088	8:118189455-118622112:-	protein_coding	401474	2027	41.68228909718794	1.7366477592990965	15405	FALSE
ENSG00000240216	CPHL1P	0.9320180050012475	-0.7091646074344666	0.018458476532688745	0.9999991967531088	3:149229356-149291800:-	transcribed_unitary_pseudogene	NA	1208.75	39.77249224405381	-1.733804146254299	33	FALSE
ENSG00000188064	WNT7B	4.750748432498544	0.507560568209743	0.018544604923269842	0.9999991967531088	22:45920366-45977162:-	protein_coding	7477	1934	64.47776628748704	1.7317824145042306	15404	FALSE
ENSG00000172250	SERHL	2.246874444305012	0.74580903313225	0.019284241178706703	0.9999991967531088	22:42500568-42512560:+	transcribed_unitary_pseudogene	94009	1385.4	56.113757759491826	1.7147974456433717	15403	FALSE
ENSG00000104081	BMF	4.484888507849516	-0.47706324314912163	0.019687815282132367	0.9999991967531088	15:40087890-40108892:-	protein_coding	90427	1395.7	56.631081177903546	-1.705802473986631	34	FALSE
ENSG00000172671	ZFAND4	1.8770231535449327	0.5106183306163254	0.020032463282392297	0.9999991967531088	10:45615500-45672780:-	protein_coding	93550	1925.4444444444443	42.679900744416884	1.698265644606846	15402	FALSE
ENSG00000143507	DUSP10	4.1761926961054385	0.4221812813529949	0.020163725208568625	0.9999991967531088	1:221701424-221742089:-	protein_coding	11221	1506.5	45.5028211085297	1.6954292297627256	15401	FALSE
ENSG00000184672	RALYL	5.345507645681209	-0.3787778715444108	0.020291537670375757	0.9999991967531088	8:84182787-84921844:+	protein_coding	138046	1636.3636363636363	39.89444444444445	-1.6926850413621248	35	FALSE
ENSG00000130684	ZNF337	1.1067498874257977	-0.563493735984919	0.020559670692726014	0.9999991967531088	20:25673195-25696853:-	protein_coding	26152	2807.3333333333335	48.68202327238183	-1.686983845779743	36	FALSE
ENSG00000168143	FAM83B	3.835891058954937	-0.49257876394467903	0.02085693019697471	0.9999991967531088	6:54846771-54945099:+	protein_coding	222584	6244	37.7322229340167	-1.6807496123343315	37	FALSE
